SubjectID,Dice,Dice TC,Dice WT,Dice ET,Pred NM TC,Pred NM WT,Pred NM ET,GT NM TC,GT NM WT,GT NM ET,Pred V TC,Pred V WT,Pred V ET,GT V TC,GT V WT,GT V ET,Pred Paths,GT Paths
100108E,0.7370240092277527,0.8012263774871826,0.7987599968910217,0.6110856533050537,11,11,8,12,12,9,1908,1865,1025,2006,2006,1158,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100108E_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100108E_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100108E_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100108E_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100108E_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100108E_ET.npz']"
100218B,0.9323387742042542,0.9305216670036316,0.9348698258399963,0.9316249489784241,2,1,1,2,2,2,104350,105564,99938,116208,116499,110241,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100218B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100218B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100218B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100218B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100218B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100218B_ET.npz']"
100322B,0.6848682761192322,0.7239983081817627,0.7439175248146057,0.5866890549659729,15,15,14,18,18,15,3904,3854,1680,3259,3421,1896,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100322B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100322B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100322B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100322B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100322B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100322B_ET.npz']"
100271A,0.8091816306114197,0.8351595997810364,0.8366788029670715,0.7557064294815063,5,5,4,1,1,2,6142,6284,4118,6452,6868,4425,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100271A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100271A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100271A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100271A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100271A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100271A_ET.npz']"
100183A,0.7546842098236084,0.8144192099571228,0.8086838722229004,0.640949547290802,1,1,1,1,1,2,361,349,166,388,388,171,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100183A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100183A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100183A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100183A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100183A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100183A_ET.npz']"
100149A,0.6998486518859863,0.73724365234375,0.7373979687690735,0.6249045133590698,3,3,1,9,9,2,1015,1001,645,1082,1082,664,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100149A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100149A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100149A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100149A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100149A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100149A_ET.npz']"
100161D,0.863713800907135,0.8628779649734497,0.8652547597885132,0.8630086779594421,10,11,9,15,15,8,46326,46253,43888,55204,55502,52067,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100161D_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100161D_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100161D_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100161D_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100161D_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100161D_ET.npz']"
100118A,0.9006994366645813,0.9138304591178894,0.9163610935211182,0.8719066977500916,12,11,1,1,1,1,8598,8708,5157,8473,8473,5390,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100118A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100118A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100118A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100118A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100118A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100118A_ET.npz']"
100143A,0.9447810649871826,0.9471487998962402,0.947237491607666,0.9399569034576416,4,3,3,3,3,2,22022,22003,20619,23029,23029,21634,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100143A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100143A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100143A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100143A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100143A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100143A_ET.npz']"
100192A,0.6542817950248718,0.7011494040489197,0.6783625483512878,0.5833333134651184,2,2,1,3,3,1,73,70,27,101,101,45,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100192A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100192A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100192A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100192A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100192A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100192A_ET.npz']"
100406A,0.7257509231567383,0.75,0.7472527623176575,0.6800000071525574,2,2,1,1,1,1,153,162,119,111,111,81,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100406A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100406A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100406A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100406A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100406A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100406A_ET.npz']"
100161B,0.9079828858375549,0.9079521298408508,0.9084514379501343,0.9075450897216797,17,15,6,28,28,1,18261,18117,16269,19100,19131,16547,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100161B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100161B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100161B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100161B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100161B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100161B_ET.npz']"
100386A,0.9435855746269226,0.9398332238197327,0.9550899863243103,0.9358333945274353,4,3,5,4,4,3,131070,131652,108459,132032,136061,112388,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100386A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100386A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100386A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100386A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100386A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100386A_ET.npz']"
100186A,0.5810620188713074,0.6138933897018433,0.609451413154602,0.5198412537574768,10,10,5,9,9,5,910,894,418,947,947,590,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100186A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100186A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100186A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100186A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100186A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100186A_ET.npz']"
100204A,0.9173491597175598,0.914927065372467,0.920828104019165,0.9162923693656921,3,3,1,1,1,3,54715,54769,52368,59152,59615,56953,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100204A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100204A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100204A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100204A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100204A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100204A_ET.npz']"
100211A,0.8077008128166199,0.8127376437187195,0.816159725189209,0.7942049503326416,6,5,3,1,1,1,5767,5866,5037,6857,6857,6421,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100211A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100211A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100211A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100211A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100211A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100211A_ET.npz']"
100363B,0.6096127033233643,0.6494662165641785,0.654578447341919,0.5247933864593506,9,9,3,7,7,4,648,627,246,476,476,238,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100363B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100363B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100363B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100363B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100363B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100363B_ET.npz']"
100300A,0.7901564240455627,0.800000011920929,0.7971928119659424,0.7732765674591064,16,16,15,17,17,11,7926,7870,5736,7519,7519,6014,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100300A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100300A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100300A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100300A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100300A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100300A_ET.npz']"
100310A,0.7019209861755371,0.7300404906272888,0.7845916748046875,0.5911306142807007,7,6,5,4,4,4,3170,3186,1867,3005,3304,2237,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100310A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100310A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100310A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100310A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100310A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100310A_ET.npz']"
100339A,0.9103867411613464,0.9101390838623047,0.9291861057281494,0.8918349146842957,2,2,3,2,2,2,22797,22926,18758,23864,24720,20617,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100339A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100339A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100339A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100339A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100339A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100339A_ET.npz']"
100153B,0.9081701636314392,0.9170534610748291,0.920096218585968,0.8873608708381653,11,11,7,21,21,10,58892,59562,51491,65417,65601,54529,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100153B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100153B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100153B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100153B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100153B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100153B_ET.npz']"
100315A,0.9491365551948547,0.9497562646865845,0.949336051940918,0.9483173489570618,6,5,2,1,1,1,40103,39962,38424,41141,41141,39339,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100315A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100315A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100315A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100315A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100315A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100315A_ET.npz']"
100156A,0.9497212767601013,0.9521852135658264,0.9529433846473694,0.9440351128578186,2,2,3,2,2,1,18657,18661,17097,18319,18422,17103,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100156A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100156A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100156A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100156A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100156A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100156A_ET.npz']"
100314A,0.5469322800636292,0.657314658164978,0.640625,0.34285715222358704,4,4,1,3,3,2,274,287,88,225,225,52,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100314A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100314A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100314A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100314A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100314A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100314A_ET.npz']"
100360A,0.8650684356689453,0.8418909311294556,0.9112554788589478,0.8420590162277222,13,12,6,43,43,9,18766,18783,11647,17576,19856,11102,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100360A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100360A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100360A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100360A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100360A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100360A_ET.npz']"
100367B,0.7308322787284851,0.7430136799812317,0.7579059600830078,0.6915771961212158,14,14,7,18,18,7,4223,4132,2390,4902,5228,2454,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100367B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100367B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100367B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100367B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100367B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100367B_ET.npz']"
100154A,0.8107754588127136,0.8103658556938171,0.8518938422203064,0.7700665593147278,13,13,10,14,12,9,15342,14921,11343,15027,16813,10746,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100154A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100154A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100154A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100154A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100154A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100154A_ET.npz']"
100317A,0.6005116701126099,0.5694444179534912,0.6315789222717285,0.0,3,3,0,1,1,0,95,84,0,49,49,0,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100317A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100317A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100317A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100317A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100317A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100317A_ET.npz']"
100255B,0.807194709777832,0.8219742774963379,0.8182575702667236,0.781352162361145,18,17,18,35,35,17,27955,28020,22789,33171,33171,28906,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100255B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100255B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100255B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100255B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100255B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100255B_ET.npz']"
100379A,0.9350506663322449,0.934516429901123,0.9391430020332336,0.9314925670623779,6,6,2,6,6,6,30489,30568,28888,28564,28850,26741,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100379A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100379A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100379A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100379A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100379A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100379A_ET.npz']"
100335A,0.9365983009338379,0.9373188614845276,0.9373198747634888,0.9351561069488525,6,6,4,2,2,1,44921,45098,40604,48249,48249,43151,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100335A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100335A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100335A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100335A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100335A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100335A_ET.npz']"
100301A,0.8580520749092102,0.866860568523407,0.866904616355896,0.8403911590576172,10,10,5,9,9,4,14368,14461,11370,16915,16915,13071,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100301A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100301A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100301A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100301A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100301A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100301A_ET.npz']"
100147B,0.6179085373878479,0.6397500038146973,0.762866735458374,0.4511088728904724,6,7,5,4,4,14,4670,4929,2604,3330,5466,1364,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100147B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100147B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100147B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100147B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100147B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100147B_ET.npz']"
100154B,0.8300115466117859,0.8447412252426147,0.8536331653594971,0.7916601300239563,14,13,3,14,14,2,12145,12018,9670,13612,13951,9371,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100154B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100154B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100154B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100154B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100154B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100154B_ET.npz']"
100334A,0.9181273579597473,0.9245618581771851,0.9283029437065125,0.9015175104141235,2,2,1,1,1,1,7441,7426,6542,7167,7205,6374,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100334A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100334A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100334A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100334A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100334A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100334A_ET.npz']"
100300D,0.7904340624809265,0.7913793325424194,0.8081101775169373,0.7718127965927124,16,17,18,19,19,13,11935,11918,8984,12425,12841,9904,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100300D_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100300D_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100300D_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100300D_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100300D_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100300D_ET.npz']"
