SubjectID,Dice,Dice TC,Dice WT,Dice ET,Pred NM TC,Pred NM WT,Pred NM ET,GT NM TC,GT NM WT,GT NM ET,Pred V TC,Pred V WT,Pred V ET,GT V TC,GT V WT,GT V ET,Pred Paths,GT Paths
100108E,0.6998395919799805,0.7717231512069702,0.766674816608429,0.561120867729187,7,8,11,12,12,9,2068,2087,1697,2006,2006,1158,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100108E_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100108E_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100108E_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100108E_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100108E_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100108E_ET.npz']"
100218B,0.9273589253425598,0.929543673992157,0.9311789870262146,0.9213541150093079,20,6,231,2,2,2,121173,121902,114615,116208,116499,110241,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100218B_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100218B_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100218B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100218B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100218B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100218B_ET.npz']"
100322B,0.5957033038139343,0.6545508503913879,0.6909514665603638,0.4416075646877289,18,14,59,18,18,15,3454,3442,2334,3259,3421,1896,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100322B_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100322B_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100322B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100322B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100322B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100322B_ET.npz']"
100271A,0.7935001254081726,0.8332929611206055,0.8359508514404297,0.7112564444541931,7,4,10,1,1,2,5935,5994,5054,6452,6868,4425,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100271A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100271A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100271A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100271A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100271A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100271A_ET.npz']"
100183A,0.6882508397102356,0.7876200675964355,0.7746031880378723,0.502529501914978,1,1,1,1,1,2,549,557,422,388,388,171,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100183A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100183A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100183A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100183A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100183A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100183A_ET.npz']"
100149A,0.7031603455543518,0.7429094314575195,0.7390716671943665,0.6274999976158142,2,2,2,9,9,2,1104,1137,936,1082,1082,664,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100149A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100149A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100149A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100149A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100149A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100149A_ET.npz']"
100161D,0.8495796322822571,0.8571682572364807,0.8558934330940247,0.8356771469116211,23,11,67,15,15,8,68508,69357,67539,55204,55502,52067,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100161D_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100161D_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100161D_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100161D_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100161D_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100161D_ET.npz']"
100118A,0.8781580328941345,0.9101547002792358,0.9100927710533142,0.8142266869544983,4,3,119,1,1,1,9302,9312,6953,8473,8473,5390,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100118A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100118A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100118A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100118A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100118A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100118A_ET.npz']"
100143A,0.915717363357544,0.9215591549873352,0.9217525720596313,0.9038402438163757,15,17,67,3,3,2,24714,24832,23936,23029,23029,21634,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100143A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100143A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100143A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100143A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100143A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100143A_ET.npz']"
100192A,0.09694226831197739,0.11812961101531982,0.1146496832370758,0.05804749205708504,4,3,6,3,3,1,1118,1155,1092,101,101,45,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100192A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100192A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100192A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100192A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100192A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100192A_ET.npz']"
100406A,0.6609557271003723,0.7169811129570007,0.7115384340286255,0.554347813129425,2,1,1,1,1,1,101,97,103,111,111,81,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100406A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100406A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100406A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100406A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100406A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100406A_ET.npz']"
100161B,0.8774610161781311,0.8847120404243469,0.8827062249183655,0.8649649024009705,9,8,72,28,28,1,21494,21664,19651,19100,19131,16547,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100161B_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100161B_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100161B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100161B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100161B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100161B_ET.npz']"
100386A,0.9050536751747131,0.9150550961494446,0.9283857345581055,0.8717203140258789,37,29,136,4,4,3,147514,149008,137332,132032,136061,112388,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100386A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100386A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100386A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100386A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100386A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100386A_ET.npz']"
100186A,0.5765525698661804,0.617521345615387,0.6201058030128479,0.4920305013656616,8,8,11,9,9,5,925,943,853,947,947,590,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100186A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100186A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100186A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100186A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100186A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100186A_ET.npz']"
100204A,0.9079781174659729,0.9106737375259399,0.9135379791259766,0.8997227549552917,13,12,78,1,1,3,61921,62508,60641,59152,59615,56953,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100204A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100204A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100204A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100204A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100204A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100204A_ET.npz']"
100211A,0.7893617749214172,0.7983487844467163,0.8042924404144287,0.765444278717041,6,4,9,1,1,1,5982,6096,5768,6857,6857,6421,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100211A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100211A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100211A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100211A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100211A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100211A_ET.npz']"
100363B,0.6205462217330933,0.6714578866958618,0.6721479892730713,0.5180327892303467,6,3,5,7,7,4,498,497,372,476,476,238,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100363B_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100363B_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100363B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100363B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100363B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100363B_ET.npz']"
100300A,0.7402443885803223,0.7495771646499634,0.7562379837036133,0.7149181365966797,22,19,44,17,17,11,9037,9153,8217,7519,7519,6014,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100300A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100300A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100300A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100300A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100300A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100300A_ET.npz']"
100310A,0.6883661150932312,0.7150192260742188,0.7799451351165771,0.5701340436935425,8,4,5,4,4,4,3227,3258,3060,3005,3304,2237,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100310A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100310A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100310A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100310A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100310A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100310A_ET.npz']"
100339A,0.8729313015937805,0.8859179019927979,0.905076801776886,0.8277994394302368,11,9,15,2,2,2,25951,26237,24981,23864,24720,20617,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100339A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100339A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100339A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100339A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100339A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100339A_ET.npz']"
100153B,0.9067290425300598,0.9200999140739441,0.9220265746116638,0.8780608177185059,12,8,91,21,21,10,68738,69150,62923,65417,65601,54529,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100153B_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100153B_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100153B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100153B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100153B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100153B_ET.npz']"
100315A,0.9259322285652161,0.9329285025596619,0.9305422306060791,0.9143259525299072,5,5,32,1,1,1,44827,45228,44502,41141,41141,39339,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100315A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100315A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100315A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100315A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100315A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100315A_ET.npz']"
100156A,0.9151577353477478,0.9206438660621643,0.9209956526756287,0.9038335680961609,9,6,59,2,2,1,20695,20829,19625,18319,18422,17103,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100156A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100156A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100156A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100156A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100156A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100156A_ET.npz']"
100314A,0.6011227965354919,0.6473684310913086,0.656000018119812,0.5,6,3,6,3,3,2,155,150,64,225,225,52,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100314A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100314A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100314A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100314A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100314A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100314A_ET.npz']"
100360A,0.8093932271003723,0.8250461220741272,0.8883306384086609,0.7148029804229736,10,10,34,43,43,9,19811,19949,17068,17576,19856,11102,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100360A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100360A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100360A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100360A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100360A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100360A_ET.npz']"
100367B,0.713057816028595,0.7620601654052734,0.791806161403656,0.585307240486145,12,12,69,18,18,7,4903,4926,3372,4902,5228,2454,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100367B_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100367B_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100367B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100367B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100367B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100367B_ET.npz']"
100154A,0.7507521510124207,0.7873116135597229,0.7481853365898132,0.7167595028877258,20,19,150,14,12,9,17885,18042,15645,15027,16813,10746,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100154A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100154A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100154A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100154A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100154A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100154A_ET.npz']"
100317A,0.6871449947357178,0.6938775777816772,0.6804123520851135,0.0,2,1,2,1,1,0,49,48,29,49,49,0,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100317A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100317A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100317A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100317A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100317A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100317A_ET.npz']"
100255B,0.7688151001930237,0.7756481766700745,0.7753916382789612,0.755405604839325,33,19,69,35,35,17,33091,33603,31864,33171,33171,28906,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100255B_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100255B_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100255B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100255B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100255B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100255B_ET.npz']"
100379A,0.8754925727844238,0.880081057548523,0.8812267780303955,0.8651700019836426,9,9,25,6,6,6,34587,34927,34195,28564,28850,26741,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100379A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100379A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100379A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100379A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100379A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100379A_ET.npz']"
100335A,0.9167661666870117,0.9260076284408569,0.9238138794898987,0.9004770517349243,15,11,127,2,2,1,54167,54670,51179,48249,48249,43151,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100335A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100335A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100335A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100335A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100335A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100335A_ET.npz']"
100301A,0.7709856629371643,0.794147253036499,0.7930094599723816,0.7258002758026123,77,62,142,9,9,4,22861,23082,20762,16915,16915,13071,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100301A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100301A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100301A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100301A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100301A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100301A_ET.npz']"
100147B,0.562210202217102,0.596182107925415,0.7797791957855225,0.31066927313804626,9,4,38,4,4,14,4842,4860,4269,3330,5466,1364,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100147B_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100147B_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100147B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100147B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100147B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100147B_ET.npz']"
100154B,0.7890758514404297,0.8108961582183838,0.8270463347434998,0.7292851209640503,48,32,47,14,14,2,16160,16323,13849,13612,13951,9371,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100154B_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100154B_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100154B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100154B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100154B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100154B_ET.npz']"
100334A,0.8973315358161926,0.9121162295341492,0.9139298796653748,0.865948498249054,4,4,12,1,1,1,7978,8050,7643,7167,7205,6374,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100334A_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100334A_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100334A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100334A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100334A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100334A_ET.npz']"
100300D,0.7815470695495605,0.7789745330810547,0.8041281700134277,0.7615384459495544,22,18,34,19,19,13,10043,10220,9596,12425,12841,9904,"['outputs/AHNet/pred_segs/train_pred_segs/pred_100300D_TC.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100300D_WT.npz', 'outputs/AHNet/pred_segs/train_pred_segs/pred_100300D_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100300D_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100300D_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100300D_ET.npz']"
