SubjectID,Dice,Dice TC,Dice WT,Dice ET,Pred NM TC,Pred NM WT,Pred NM ET,GT NM TC,GT NM WT,GT NM ET,Pred V TC,Pred V WT,Pred V ET,GT V TC,GT V WT,GT V ET,Pred Paths,GT Paths
100352A,0.6905598044395447,0.8579657673835754,0.8581383228302002,0.3555752635002136,1,1,1,1,1,1,7034,7043,7036,6160,6160,1986,"['outputs/UNet/pred_segs/train_pred_segs/pred_100352A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100352A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100352A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100352A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100352A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100352A_ET.npz']"
100371A,0.2819782793521881,0.3482758700847626,0.3531428575515747,0.14451612532138824,2,2,2,1,1,1,1435,1439,1436,305,311,114,"['outputs/UNet/pred_segs/train_pred_segs/pred_100371A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100371A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100371A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100371A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100371A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100371A_ET.npz']"
100108E,0.41275227069854736,0.46601614356040955,0.46252530813217163,0.3097154200077057,7,7,7,12,12,9,3938,3918,3937,2006,2006,1158,"['outputs/UNet/pred_segs/train_pred_segs/pred_100108E_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100108E_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100108E_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100108E_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100108E_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100108E_ET.npz']"
100218B,0.9287817478179932,0.9369391798973083,0.9382210969924927,0.9111849665641785,1,1,1,2,2,2,109796,109808,109778,116208,116499,110241,"['outputs/UNet/pred_segs/train_pred_segs/pred_100218B_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100218B_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100218B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100218B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100218B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100218B_ET.npz']"
100322B,0.5564687252044678,0.6095882058143616,0.637066125869751,0.4227519631385803,7,7,7,18,18,15,4730,4732,4732,3259,3421,1896,"['outputs/UNet/pred_segs/train_pred_segs/pred_100322B_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100322B_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100322B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100322B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100322B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100322B_ET.npz']"
100271A,0.7740697264671326,0.837609589099884,0.833346426486969,0.6512531638145447,3,3,3,1,1,2,5864,5859,5869,6452,6868,4425,"['outputs/UNet/pred_segs/train_pred_segs/pred_100271A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100271A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100271A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100271A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100271A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100271A_ET.npz']"
100183A,0.11647319793701172,0.14752888679504395,0.1477663218975067,0.0541243813931942,3,3,3,1,1,2,3679,3686,3672,388,388,171,"['outputs/UNet/pred_segs/train_pred_segs/pred_100183A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100183A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100183A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100183A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100183A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100183A_ET.npz']"
100149A,0.4993540346622467,0.5318118929862976,0.5321354269981384,0.4341147840023041,3,3,3,9,9,2,1810,1812,1810,1082,1082,664,"['outputs/UNet/pred_segs/train_pred_segs/pred_100149A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100149A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100149A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100149A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100149A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100149A_ET.npz']"
100161D,0.8409957885742188,0.8490034341812134,0.8519790172576904,0.8220049738883972,5,5,5,15,15,8,51964,51949,51964,55204,55502,52067,"['outputs/UNet/pred_segs/train_pred_segs/pred_100161D_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100161D_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100161D_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100161D_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100161D_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100161D_ET.npz']"
100118A,0.8226902484893799,0.8743889927864075,0.8737367987632751,0.7199448943138123,1,1,1,1,1,1,9121,9141,9125,8473,8473,5390,"['outputs/UNet/pred_segs/train_pred_segs/pred_100118A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100118A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100118A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100118A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100118A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100118A_ET.npz']"
100143A,0.9343369603157043,0.9448117017745972,0.9445412755012512,0.9136580228805542,2,2,2,3,3,2,23412,23438,23431,23029,23029,21634,"['outputs/UNet/pred_segs/train_pred_segs/pred_100143A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100143A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100143A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100143A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100143A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100143A_ET.npz']"
100192A,0.0,0.0,0.0,0.0,3,3,3,3,3,1,2075,2084,2075,101,101,45,"['outputs/UNet/pred_segs/train_pred_segs/pred_100192A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100192A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100192A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100192A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100192A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100192A_ET.npz']"
100406A,0.0,0.0,0.0,0.0,3,3,3,1,1,1,1341,1349,1339,111,111,81,"['outputs/UNet/pred_segs/train_pred_segs/pred_100406A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100406A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100406A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100406A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100406A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100406A_ET.npz']"
100161B,0.868727445602417,0.8837233781814575,0.8849645256996155,0.8374943733215332,3,3,3,28,28,1,19188,19205,19181,19100,19131,16547,"['outputs/UNet/pred_segs/train_pred_segs/pred_100161B_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100161B_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100161B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100161B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100161B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100161B_ET.npz']"
100386A,0.900038480758667,0.9200121760368347,0.9357349872589111,0.8443682193756104,4,4,4,4,4,3,130608,130647,130660,132032,136061,112388,"['outputs/UNet/pred_segs/train_pred_segs/pred_100386A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100386A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100386A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100386A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100386A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100386A_ET.npz']"
100186A,0.3491084575653076,0.37264004349708557,0.3736400306224823,0.301045298576355,6,5,5,9,9,5,2284,2270,2280,947,947,590,"['outputs/UNet/pred_segs/train_pred_segs/pred_100186A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100186A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100186A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100186A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100186A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100186A_ET.npz']"
100204A,0.9060325026512146,0.9107270836830139,0.9151836037635803,0.8921867609024048,2,2,2,1,1,3,56527,56530,56521,59152,59615,56953,"['outputs/UNet/pred_segs/train_pred_segs/pred_100204A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100204A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100204A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100204A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100204A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100204A_ET.npz']"
100211A,0.746591329574585,0.7613009214401245,0.7615048885345459,0.7169682383537292,1,1,1,1,1,1,5288,5290,5295,6857,6857,6421,"['outputs/UNet/pred_segs/train_pred_segs/pred_100211A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100211A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100211A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100211A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100211A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100211A_ET.npz']"
100363B,0.2373524308204651,0.2710103988647461,0.26843100786209106,0.1726158708333969,5,5,5,7,7,4,1642,1640,1639,476,476,238,"['outputs/UNet/pred_segs/train_pred_segs/pred_100363B_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100363B_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100363B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100363B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100363B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100363B_ET.npz']"
100300A,0.6256775259971619,0.6464964747428894,0.6458695530891418,0.5846664309501648,12,12,12,17,17,11,10891,10881,10864,7519,7519,6014,"['outputs/UNet/pred_segs/train_pred_segs/pred_100300A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100300A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100300A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100300A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100300A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100300A_ET.npz']"
100310A,0.6771902441978455,0.7072672843933105,0.7652173638343811,0.5590860247612,6,6,6,4,4,4,3366,3366,3365,3005,3304,2237,"['outputs/UNet/pred_segs/train_pred_segs/pred_100310A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100310A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100310A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100310A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100310A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100310A_ET.npz']"
100339A,0.8928637504577637,0.9114543795585632,0.9298168420791626,0.8373200297355652,2,2,2,2,2,2,25139,25178,25160,23864,24720,20617,"['outputs/UNet/pred_segs/train_pred_segs/pred_100339A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100339A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100339A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100339A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100339A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100339A_ET.npz']"
100153B,0.9048289656639099,0.9320559501647949,0.9333176016807556,0.8491131663322449,2,2,2,21,21,10,61614,61539,61611,65417,65601,54529,"['outputs/UNet/pred_segs/train_pred_segs/pred_100153B_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100153B_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100153B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100153B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100153B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100153B_ET.npz']"
100315A,0.9402026534080505,0.9475429058074951,0.9475326538085938,0.925532341003418,1,1,1,1,1,1,40907,40910,40924,41141,41141,39339,"['outputs/UNet/pred_segs/train_pred_segs/pred_100315A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100315A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100315A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100315A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100315A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100315A_ET.npz']"
100156A,0.9254990220069885,0.9344186186790466,0.9374555945396423,0.9046229124069214,1,1,1,2,2,1,18170,18192,18178,18319,18422,17103,"['outputs/UNet/pred_segs/train_pred_segs/pred_100156A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100156A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100156A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100156A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100156A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100156A_ET.npz']"
100314A,0.023682579398155212,0.030861875042319298,0.029748283326625824,0.010437575168907642,16,15,17,3,3,2,2432,2397,2439,225,225,52,"['outputs/UNet/pred_segs/train_pred_segs/pred_100314A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100314A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100314A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100314A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100314A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100314A_ET.npz']"
100360A,0.7601799964904785,0.7749502658843994,0.814997136592865,0.6905925273895264,4,4,4,43,43,9,15079,15084,15090,17576,19856,11102,"['outputs/UNet/pred_segs/train_pred_segs/pred_100360A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100360A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100360A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100360A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100360A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100360A_ET.npz']"
100367B,0.6246325373649597,0.6618531942367554,0.6695963740348816,0.5424479842185974,5,5,5,18,18,7,3408,3419,3412,4902,5228,2454,"['outputs/UNet/pred_segs/train_pred_segs/pred_100367B_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100367B_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100367B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100367B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100367B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100367B_ET.npz']"
100154A,0.6301065683364868,0.6517760157585144,0.6990472674369812,0.5394964218139648,12,12,12,14,12,9,21685,21708,21662,15027,16813,10746,"['outputs/UNet/pred_segs/train_pred_segs/pred_100154A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100154A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100154A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100154A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100154A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100154A_ET.npz']"
100317A,0.0,0.0,0.0,0.0,32,29,33,1,1,0,2858,2840,2875,49,49,0,"['outputs/UNet/pred_segs/train_pred_segs/pred_100317A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100317A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100317A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100317A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100317A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100317A_ET.npz']"
100255B,0.7723930478096008,0.771012008190155,0.7711889147758484,0.7749782204627991,10,10,10,35,35,17,25129,25126,25111,33171,33171,28906,"['outputs/UNet/pred_segs/train_pred_segs/pred_100255B_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100255B_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100255B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100255B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100255B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100255B_ET.npz']"
100379A,0.9190325736999512,0.9219950437545776,0.9260309338569641,0.909071683883667,2,2,2,6,6,6,30022,30053,30040,28564,28850,26741,"['outputs/UNet/pred_segs/train_pred_segs/pred_100379A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100379A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100379A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100379A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100379A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100379A_ET.npz']"
100335A,0.926068127155304,0.9446942806243896,0.9450188875198364,0.8884913325309753,1,1,1,2,2,1,46262,46238,46286,48249,48249,43151,"['outputs/UNet/pred_segs/train_pred_segs/pred_100335A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100335A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100335A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100335A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100335A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100335A_ET.npz']"
100301A,0.7110727429389954,0.7348260879516602,0.7350952625274658,0.6632968783378601,14,14,13,9,9,4,18590,18577,18583,16915,16915,13071,"['outputs/UNet/pred_segs/train_pred_segs/pred_100301A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100301A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100301A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100301A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100301A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100301A_ET.npz']"
100147B,0.3173573315143585,0.37875473499298096,0.265625,0.3076923191547394,1,1,1,4,4,14,1697,1702,1704,3330,5466,1364,"['outputs/UNet/pred_segs/train_pred_segs/pred_100147B_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100147B_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100147B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100147B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100147B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100147B_ET.npz']"
100154B,0.7558674812316895,0.7938409447669983,0.8107144236564636,0.663047194480896,3,3,3,14,14,2,11262,11286,11258,13612,13951,9371,"['outputs/UNet/pred_segs/train_pred_segs/pred_100154B_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100154B_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100154B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100154B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100154B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100154B_ET.npz']"
100334A,0.8949868679046631,0.9149814248085022,0.9174311757087708,0.8525480628013611,1,1,1,1,1,1,7618,7619,7617,7167,7205,6374,"['outputs/UNet/pred_segs/train_pred_segs/pred_100334A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100334A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100334A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100334A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100334A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100334A_ET.npz']"
100300D,0.7281513214111328,0.7131466269493103,0.7391594648361206,0.7321478128433228,5,5,5,19,19,13,8143,8145,8147,12425,12841,9904,"['outputs/UNet/pred_segs/train_pred_segs/pred_100300D_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100300D_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100300D_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100300D_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100300D_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100300D_ET.npz']"
100191A,0.44058823585510254,0.5289791226387024,0.5288915038108826,0.26389414072036743,7,7,7,4,4,4,2238,2231,2222,1161,1161,423,"['outputs/UNet/pred_segs/train_pred_segs/pred_100191A_TC.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100191A_WT.npz', 'outputs/UNet/pred_segs/train_pred_segs/pred_100191A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100191A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100191A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100191A_ET.npz']"
