SubjectID,Dice,Dice TC,Dice WT,Dice ET,Pred NM TC,Pred NM WT,Pred NM ET,GT NM TC,GT NM WT,GT NM ET,Pred V TC,Pred V WT,Pred V ET,GT V TC,GT V WT,GT V ET,Pred Paths,GT Paths
100118A,0.8634347915649414,0.8840341567993164,0.8851059079170227,0.8211643695831299,23,19,13,1,1,1,9791,9796,7046,8473,8473,5390,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100118A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100118A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100118A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100118A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100118A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100118A_ET.npz']"
100143A,0.931536853313446,0.929206371307373,0.9332826137542725,0.9321213960647583,4,3,5,3,3,2,24334,24305,22592,23029,23029,21634,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100143A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100143A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100143A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100143A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100143A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100143A_ET.npz']"
100192A,0.6471860408782959,0.7200000286102295,0.6173912882804871,0.6041666865348816,4,6,4,3,3,1,99,129,51,101,101,45,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100192A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100192A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100192A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100192A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100192A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100192A_ET.npz']"
100406A,0.0,0.0,0.0,0.0,5,5,1,1,1,1,517,495,63,111,111,81,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100406A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100406A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100406A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100406A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100406A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100406A_ET.npz']"
100161B,0.899616539478302,0.8955844640731812,0.8999114632606506,0.903353750705719,13,13,6,28,28,1,21756,21533,18757,19100,19131,16547,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100161B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100161B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100161B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100161B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100161B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100161B_ET.npz']"
100386A,0.9393108487129211,0.9366592764854431,0.9494075179100037,0.931865930557251,4,4,14,4,4,3,134558,134908,114048,132032,136061,112388,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100386A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100386A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100386A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100386A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100386A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100386A_ET.npz']"
100186A,0.6472862362861633,0.6602531671524048,0.6625953912734985,0.6190102100372314,13,17,4,9,9,5,1028,1018,683,947,947,590,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100186A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100186A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100186A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100186A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100186A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100186A_ET.npz']"
100204A,0.9161249995231628,0.9155934453010559,0.9219890832901001,0.9107924103736877,21,13,13,1,1,3,62059,62573,59629,59152,59615,56953,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100204A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100204A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100204A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100204A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100204A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100204A_ET.npz']"
100211A,0.8427581787109375,0.848233163356781,0.8483644127845764,0.8316769599914551,6,6,4,1,1,1,7349,7236,6358,6857,6857,6421,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100211A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100211A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100211A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100211A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100211A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100211A_ET.npz']"
100363B,0.5389959216117859,0.4844246804714203,0.4831606149673462,0.649402379989624,15,16,5,7,7,4,1097,1068,264,476,476,238,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100363B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100363B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100363B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100363B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100363B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100363B_ET.npz']"
100300A,0.7136740684509277,0.7108713388442993,0.713559627532959,0.7165912389755249,33,29,18,17,17,11,9719,9598,7246,7519,7519,6014,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100300A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100300A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100300A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100300A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100300A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100300A_ET.npz']"
100310A,0.6701831817626953,0.6796455383300781,0.7309039235115051,0.6000000238418579,9,9,9,4,4,4,4443,4407,3243,3005,3304,2237,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100310A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100310A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100310A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100310A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100310A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100310A_ET.npz']"
100339A,0.8923475742340088,0.8933206796646118,0.9051904082298279,0.8785317540168762,20,23,16,2,2,2,27833,27954,23518,23864,24720,20617,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100339A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100339A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100339A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100339A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100339A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100339A_ET.npz']"
100153B,0.9166590571403503,0.9152594804763794,0.9218981862068176,0.9128193259239197,13,13,21,21,21,10,70138,69223,57973,65417,65601,54529,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100153B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100153B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100153B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100153B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100153B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100153B_ET.npz']"
100315A,0.9387917518615723,0.9370641112327576,0.9408745169639587,0.9384365081787109,10,10,2,1,1,1,43739,43797,41212,41141,41141,39339,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100315A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100315A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100315A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100315A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100315A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100315A_ET.npz']"
100156A,0.9307501912117004,0.9259390830993652,0.9356584548950195,0.9306529760360718,16,12,7,2,2,1,21081,20744,18962,18319,18422,17103,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100156A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100156A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100156A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100156A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100156A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100156A_ET.npz']"
100314A,0.5792087912559509,0.6009538769721985,0.5993589758872986,0.5373134613037109,20,19,3,3,3,2,404,399,82,225,225,52,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100314A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100314A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100314A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100314A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100314A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100314A_ET.npz']"
100360A,0.8416458964347839,0.8309351801872253,0.8685941696166992,0.8254082798957825,17,14,14,43,43,9,19327,19366,13882,17576,19856,11102,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100360A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100360A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100360A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100360A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100360A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100360A_ET.npz']"
100367B,0.7092103362083435,0.727502167224884,0.7474061250686646,0.6527225375175476,21,21,12,18,18,7,5399,5374,3331,4902,5228,2454,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100367B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100367B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100367B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100367B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100367B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100367B_ET.npz']"
100154A,0.8167893886566162,0.8046495318412781,0.8540157079696655,0.7917030453681946,24,26,17,14,12,9,16890,16718,12154,15027,16813,10746,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100154A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100154A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100154A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100154A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100154A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100154A_ET.npz']"
100317A,0.5586267113685608,0.569767415523529,0.5474860072135925,0.0,8,11,2,1,1,0,123,130,6,49,49,0,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100317A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100317A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100317A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100317A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100317A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100317A_ET.npz']"
100255B,0.8057822585105896,0.8113030195236206,0.8184764981269836,0.7875670790672302,25,32,28,35,35,17,30635,31300,25337,33171,33171,28906,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100255B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100255B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100255B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100255B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100255B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100255B_ET.npz']"
100379A,0.9057998657226562,0.9023322463035583,0.9107893109321594,0.9042779803276062,7,8,4,6,6,6,33094,32813,31511,28564,28850,26741,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100379A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100379A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100379A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100379A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100379A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100379A_ET.npz']"
100335A,0.9261186122894287,0.9273269772529602,0.9357711672782898,0.9152576923370361,13,14,10,2,2,1,50646,51457,45447,48249,48249,43151,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100335A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100335A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100335A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100335A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100335A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100335A_ET.npz']"
100301A,0.7417343258857727,0.732219934463501,0.7405398488044739,0.7524433135986328,142,135,44,9,9,4,22005,22540,16090,16915,16915,13071,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100301A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100301A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100301A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100301A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100301A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100301A_ET.npz']"
100147B,0.6116973161697388,0.616569459438324,0.8187369108200073,0.3997856378555298,12,12,9,4,4,14,5759,5998,4234,3330,5466,1364,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100147B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100147B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100147B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100147B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100147B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100147B_ET.npz']"
100154B,0.8397971987724304,0.8370592594146729,0.8493150472640991,0.8330172896385193,16,14,10,14,14,2,13048,12840,9613,13612,13951,9371,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100154B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100154B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100154B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100154B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100154B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100154B_ET.npz']"
100334A,0.9218820929527283,0.9276387095451355,0.9325697422027588,0.905437707901001,2,3,2,1,1,1,7537,7462,7014,7167,7205,6374,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100334A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100334A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100334A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100334A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100334A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100334A_ET.npz']"
100300D,0.7889661192893982,0.7804352641105652,0.8029207587242126,0.7835422158241272,21,22,21,19,19,13,15421,14960,12359,12425,12841,9904,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100300D_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100300D_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100300D_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100300D_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100300D_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100300D_ET.npz']"
